Dataset_Name,Samples
livedoor_news_corpus,"[{'content': '少女時代の作曲家であるジェニー・ヒュンが人種差別的発言をしたと各メディアが伝えており、ネット上で物議を醸している。  22日配信の朝鮮日報によると、ジェニー・ヒュンは自身のツイッター上で、米国内の黒人に対し「反吐が出る暴力的で傲慢な馬鹿ども」「""人種浄化""が必要だ。人種浄化は世界的要求」「黒人がいない世界を想像してみろ。すべての緊張が解消されるだろう」と黒人に対する罵倒を相次いで書き込んだ。米国内のK-POPファンからは「世の中にこんなおかしな女がいるとは出国させるべき」「米国が嫌いなら日本に行ったらどうだ」など、批判が相次いだこともあわせて報じられた。  この記事を受け、日本のネット掲示板では「なんで日本の名前が出てくるんだよ」「（欧米からは）韓国と日本は同じようなものだと思われている」など、日本の名前が出てきたことや欧米人から日本と韓国が同じようなものだと思われていることに対して不快感を示す意見が多く書き込まれている。  また、「少女時代がこれから米国で活動しようという時にその作曲家がこのような自爆劇を演じるとは」など、ジェニー・ヒュンを非難する声も挙がっているが、現在ジェニー・ヒュンのツイッターアカウントは閉鎖され、彼女の公式ブログには“ジェニー・ヒュンは現在精神疾患を病んでおり病院に入院中”という説明と謝罪文が掲載されている。  ■少女時代の写真ギャラリー  【関連情報】 ・Jenny Hynn (公式サイト) ・少女時代の作曲家が黒人に対し「反吐が出る暴力的で傲慢な馬鹿ども」「人種浄化が必要」とコメント\u3000少女時代も批判受ける (livedoor Blog)', 'title': '少女時代の作曲家が人種差別的発言…少女時代にも批判が飛び火', 'category': 'topic-news'}]"
livedoor_news_corpus,"[{'content': 'Googleと言えばiPhone対抗とも言えるAndroidを出してる総本山です。ライバルということもあり、便利なWebブラウザであるGoogle ChromeのiOS版はリリースされていませんでした。かなり便利なWebブラウザであるChromeをiPhoneで使いたいという人も多かったのではないだろうか。そんな方に朗報！ようやくiPhone向けのChromeが登場しました。こんな人におすすめ： パソコンでChromeを使っている人 こんなときにおすすめ： タブをたくさん開いて検索したいとき    アプリ名：Chrome カテゴリ：ユーティリティ 価格：無料   パソコンではChrome使われている方も多いと思います。ChromeのiPhoneアプリ版が登場しました。これは便利になる予感！  パソコンでChromeを使っていない人はこのアプリをダウンロードしたら、パソコンでもChromeを使いたくなりそう。  無限にタブを開く事ができます。いろいろ調べ物のときには助かりますよね。   同じIDでログインすれば、パソコンとの同期もできちゃいます。 電車の中で見たサイトを家に帰ってからじっくり見ることも可能です。  シークレットモードでアクセスもできたり。こちらは、履歴やCookieに残したくない検索を調べるときに使えそうです。サクサク動くので、iPhoneがますます便利になりましたね。   ■RainbowApps - iPhoneアプリ開発を学ぶ なら1000人が受講したEagleが運営する東京校が一番！ ■成長率 888% 毎日 50万台増える Androidアプリに参入しよう。Androidマスターコース ■人気のAngryBirds風アプリやスーパーマリオ風アプリが簡単に作れちゃう。ゲームアプリコース ■iPhoneの日米人気アプリランキングをチェックするからRainbowApps  ■RainbowAppsの記事をもっと読む', 'title': 'ようやくiPhoneでもChromeが使えるように！【iPhoneでチャンスを掴め】', 'category': 'it-life-hack'}]"
livedoor_news_corpus,"[{'content': '2012年4月22〜28日に紹介したオススメ「iPhoneアプリ」！  先週に引き続き今週もiPhoneアプリ特集をお送りします。オススメなApp Storeからダウンロードできる中で当ブログメディア「S-MAX（エスマックス）」でここ1週間に紹介したアプリを一気に見ていきましょう！  ■あのアプリもこのアプリも欲しい！そんなよくばりさんにオススメ！沢山のアプリがギュッと入った「200+ in 1 : AppBundle!」 App Storeにはゲーム、ビジネス、旅行など数えきれないほどのアプリケーションがありますよね。あのアプリも、このアプリも気になってどんどんダウンロードすると、iPhoneの画面がアイコンだらけになってしまいますよね…。今回紹介する「200+ in 1 : AppBundle!」は1つのアプリですが、アプリを起動してみると「Utilities」、「Games」、「Camera」、「Entertainment」のカテゴリ分けされたアプリがと〜ってもたくさん収録されているんです！ちょっとした暇つぶしゲームからあると便利なアプリ、カメラなどがギュッと詰まっているのでなんだかお得感がありますよ♪では、早速紹介していきたいと思います！   ■アルファベットの筆記体をかっこよく書けるように練習しよう「筆記体を書く」 アルファベットの筆記体を書くのは得意ですか？アルファベットを書く機会は少ないかもしれませんが、綺麗に、かっこよく書けたら嬉しいですよね！今回紹介するiPhone向けアプリ「筆記体を書く」は苦手な筆記体をかっこよくかけるように練習することができますよ♪これからアルファベットを練習する方にもおすすめですよ。では、早速、紹介してみたいと思います。   ■スタイリッシュな画面で天気を確認しよう！「天気°」 毎日確認する天気予報画面をちょっとかっこよくしてみませんか？時刻と天気に合わせたアニメーションがとっても綺麗でかっこいいクールなiPhone向け天気アプリ「天気°」を紹介したいと思います。このアプリは3種類のウィジェットから好みのタイプが選べるようになっているほか、好みで表示内容を変更することができるAndroidでよく見かける天気アプリ風になっています。iPhoneで天気予報を見るときにちょっとかっこいい画面で確認してみてはいかがでしょうか。では、早速、紹介していきたいと思います。   ■楽しい旅行のお供には美味しい駅弁を食べよう！「駅弁なび」 もうすぐゴールデンウィークがやってきますね！家族や恋人、友達と旅行の計画を立てているという人も多いかと思います。東海道新幹線を利用して旅行計画を立てている方におすすめのiPhone向けアプリを紹介したいと思います。そのアプリは「駅弁なび」です！せっかくの楽しい旅行にはちょっと贅沢をして美味しい駅弁を食べてみたいと思いませんか？どの駅でどの駅弁が食べられるのかが分かるので事前にチェックして美味しい駅弁をたべちゃいましょう。仕事で出張の人も駅弁なびでおいしそうな駅弁を食べてちょっとほっこりしてみてはいかがでしょうか。では、どんな美味しそうな駅弁があるのかチェックしてみたいと思います！   記事執筆：S-MAX編集部  ■関連リンク ・エスマックス（S-MAX） ・エスマックス（S-MAX） smaxjp on Twitter', 'title': '【今週のオススメ「iPhoneアプリ」特集：2012年4月22〜28日編】', 'category': 'smax'}]"
massive,"[{'utt': '連絡先から裕子を除く', 'annott_ut': '連絡先から [person : 裕子] を除く', 'slot_method': ['person']}]"
massive,"[{'utt': 'mcdonalds で注文して', 'annott_ut': '[business_name : mcdonalds] で注文して', 'slot_method': ['business_name']}]"
massive,"[{'utt': '来月の芝生の手入れの予約を消す', 'annott_ut': '[date : 来月] の [event_name : 芝生の手入れの予約] を消す', 'slot_method': ['event_name', 'date']}]"
massive,"[{'utt': '最新のビジネスニュースを教えて', 'annott_ut': '最新の [news_topic : ビジネス] ニュースを教えて', 'slot_method': ['news_topic']}]"
massive,"[{'utt': '家の照明を青色に変えて', 'annott_ut': '[house_place : 家] の照明を [color_type : 青色] に変えて', 'slot_method': ['house_place', 'color_type']}]"
mcconala,"[{'intent': 'エラー\u3000画像を自動でしきい値を決めて2値化したい。大津のアルゴリズム', 'rewritten_intent': ""画像'file.png'をグレースケールで読み込む"", 'snippet': ""img = cv2.imread('file.png', 0)""}]"
mcconala,"[{'intent': 'pythonのPandasデータフレームから、所定の辞書型に変換する方法を教えてください。', 'rewritten_intent': 'データフレームを辞書型オブジェクトに変換する', 'snippet': 'df.to_dict()'}]"
mcconala,"[{'intent': 'dataframeに含まれる、文字列中の数字を取り出したい', 'rewritten_intent': 'データフレーム`df`の列ラベル`x`の各行のデータに対して正規表現`pat`を適用する', 'snippet': 'df.x.str.extract(pat)'}]"
mcconala,"[{'intent': '特定の文字列が含まれている行だけを抽出する方法を伺いたいです', 'rewritten_intent': '行`col_name`に特定の文字列`string`を含む行をデータフレーム`df`から抽出する', 'snippet': ""df[df['col_name'].str.contains('string')]""}]"
mcconala,"[{'intent': 'Python3でnumpyを用いてエラーが出ます', 'rewritten_intent': '少数点にコンマが使われているファイル`arena.txt`を読み込む', 'snippet': ""df = pd.read_csv('arena.txt', header=None, delim_whitespace=True, decimal=',')""}]"
mgsm,"[{'question': 'ジョッシュは不動産の売買に挑戦してみることにしました。8万ドルで家を購入し、5万ドルかけて修繕しました。その結果、家の価格は150%分増えました。ジョッシュの利益はいくらでしょうか？', 'answer': None, 'answer_number': 70000, 'equation_solution': None}]"
mgsm,"[{'question': 'アンドリューはニュージャージーからロチェスターまで車で旅行しようと計画しています。バスで移動すれば6日間かかり、車で移動すればその半分の日数で済みます。ロチェスターまでバスで移動し、ニュージャージーまで車で帰ってきたとしたら、何日間かかるでしょうか？', 'answer': None, 'answer_number': 9, 'equation_solution': None}]"
mgsm,"[{'question': 'ジャッキーは自分で税金を処理するか、会計士を雇おうか決めようとしている。自分で行えば、彼女は3時間フリーランスの仕事を減らし、1時間に35ドルが失われる収入となる。会計士は90ドルかかる。会計士を雇えば、彼女は後いくら得ることができるか？', 'answer': None, 'answer_number': 15, 'equation_solution': None}]"
mgsm,"[{'question': 'ジャネットは娘にブローチを買う。彼女はそれを作る材料に$500払い、それから$800を宝石商に作ってもらうために払った。その後、彼女はそれに10%の保険をかけた。彼女はいくら支払った？', 'answer': None, 'answer_number': 1430, 'equation_solution': None}]"
mgsm,"[{'question': 'グリフィンはフライドポテトを24本もっていましたが、カイルがそのうち5本を取りました。ビリーはカイルの2倍の数を取りました。ジンジャーはグリフィンに何本かあげましたが、コルビーがカイルより3本少ない数のフライドポテトをグリフィンから取りました。最終的にグリフィンが27本のフライドポテトをもっていた場合、ジンジャーがグリフィンにあげた数は何本ですか？', 'answer': None, 'answer_number': 20, 'equation_solution': None}]"
miracl,"[{'query': '水戸学を推進した藩主は誰ですか？', 'passages': 'Passage 1: テュレーン大学の数学教授であったウィリアム・ベンジャミン・スミス（1850-1934）は、1894年の""Ecce Deus: The Pre-Christian Jesus""から1954年の""The Birth of the Gospel""までの一連の著書の中で、最初期のキリスト教資料(特にパウロ書簡集)は、キリストの聖性について人間個人の犠牲に重点を置いており、人間としてのイエスが存在したとするならこれは考えにくいことであると主張した。よってスミスはキリスト教の起源はキリスト教以前のイエス教派にあると主張した。言い換えれば、あるユダヤ教の教派は人間のイエスが生まれたとされている時代の数世紀前から、神聖な存在としてのイエスを崇拝していたのである。この教派の証拠としてはローマのヒッポリュトスによるナアセノス()への言及、およびサラミスのエピファニウス()の言及、さらには使徒行伝の一部にもキリスト以前に存在したナザレ派について書かれたものがある。新約聖書中の歴史的記録とされている部分は、キリスト以前のイエス物語をもとに、初期キリスト教のコミュニティによって作られたものだとした。 \nPassage 2: キリスト教は紀元後7世紀には既に存在していた。そして、数百年間強い存在感を示したり、数百年にわたって衰退したり、再び受容したりするというサイクルを何回も経験した。唐の初期の635年にペルシャ人宣教師の阿羅本が到着したのが、最初のキリスト教伝来と考えられている。西洋人がネストリウス派と呼ぶものが数百年にわたって繁栄したが、唐の武宗が反宗教政策を845年に採用し、仏教やキリスト教、ゾロアスター教を追放して膨大な資産を没収した。キリスト教が再び伝来したのはモンゴル族が興こした元の時代の13世紀であり、モンゴル人がネストリウス派キリスト教と宗教として復活させて、1294年のフランシスコ会宣教師などローマ教会との交流も始まった。漢身族の明王朝が元王朝を倒すと、キリスト教徒は再び中国から追放された。 \nPassage 3: キリスト教とは何か、聖典である『聖書』の範囲がどこまでかは、「キリスト教」を名乗る教団の中でも定義は一定していない。そこで本項では、キリスト教を自称する教派・教団を網羅的に取り扱うものとし、紀元後1世紀前半からはじまるその歴史を、近代に到るまで概観する。近代以降の展開については「キリスト教」の頁の「近代以降のキリスト教の展開」の節を参照。', 'correct': 'キリスト教とは何か、聖典である『聖書』の範囲がどこまでかは、「キリスト教」を名乗る教団の中でも定義は一定していない。そこで本項では、キリスト教を自称する教派・教団を網羅的に取り扱うものとし、紀元後1世紀前半からはじまるその歴史を、近代に到るまで概観する。近代以降の展開については「キリスト教」の頁の「近代以降のキリスト教の展開」の節を参照。', 'num_correct': 3}]"
miracl,"[{'query': 'テキサス独立戦争の「アラモの戦い」の名前の由来は何？', 'passages': 'Passage 1: この年、ベアーズのスター選手のレッド・グランジの契約問題をきっかけとして、ライバルリーグのAFL（通称「AFLⅠ」）が設立されたことから、NFLは対抗措置として、マルーンズの再加入や積極的なリーグ拡張を行い、22チーム（3減5増）でシーズンを行った。草創期のNFLではこの年が最大のチーム数であり、プロフットボールのチーム数が再び22チームに達したのは1961年である（合併前のAFLを含む）。NFLとAFLⅠの競争により、両リーグとも経済的に疲弊し、AFLⅠは1シーズン限りで解散したが、NFLも翌年に多くのチームがリーグを去ることになった。なお、グランジ出場の試合だけはAFLⅠで多くの観客を動員していたため、グランジがプレーしたAFLⅠのニューヨーク・ヤンキースは、翌年からNFLへの参入が認められた。 \nPassage 2: 現在のNFLは32チームにより編成されており、アメリカン・フットボール・カンファレンスとナショナル・フットボール・カンファレンスの二つのカンファレンスに16チームずつが所属している。さらに各カンファレンスには東、北、南、西の4つの地区があり、各地区に4チームずつが所属している。試合形式は9月から12月もしくは1月にかけて行われるレギュラーシーズンで各チームが16試合を戦い、各カンファレンスの上位6チームが1月に行われるプレーオフに進出し、一発勝負のトーナメント方式でカンファレンス優勝を争う。各カンファレンスで優勝したチームは、2月上旬に行われるリーグ優勝決定戦のスーパーボウルに出場し、その試合の勝利チームがNFLの年間王者となる。また、オールスターゲームであるプロボウルはスーパーボウルの前週に開催される。 \nPassage 3: 現在のチームは1999年に再度設立されたもの。これは1996年に旧ブラウンズのボルチモア移転が当時のオーナーのアート・モデルによって決定された際にファンの反対によって愛称や歴史などチームのロイヤリティはクリーブランド市に残され、その後新チームが「ブラウンズ」を引き継ぐ形で設立されたため。このエクスパンションによってNFLは全31チームとなり、それが現在の32チーム体制につながった。NFL32チームの中で唯一チームロゴを持たないため、ヘルメットは中央部に茶色と白のストライブが入ったオレンジ色の無地となっている。NFLの公式サイトなどでも、他のチームがロゴマークで表されているところではブラウンズはヘルメットの絵となっている。1980年代までは地区優勝もするなど強豪であったが90年代から特に2000年代以降は「万年地区最下位」であり苦しいチーム状況である。', 'correct': '現在のNFLは32チームにより編成されており、アメリカン・フットボール・カンファレンスとナショナル・フットボール・カンファレンスの二つのカンファレンスに16チームずつが所属している。さらに各カンファレンスには東、北、南、西の4つの地区があり、各地区に4チームずつが所属している。試合形式は9月から12月もしくは1月にかけて行われるレギュラーシーズンで各チームが16試合を戦い、各カンファレンスの上位6チームが1月に行われるプレーオフに進出し、一発勝負のトーナメント方式でカンファレンス優勝を争う。各カンファレンスで優勝したチームは、2月上旬に行われるリーグ優勝決定戦のスーパーボウルに出場し、その試合の勝利チームがNFLの年間王者となる。また、オールスターゲームであるプロボウルはスーパーボウルの前週に開催される。', 'num_correct': 2}]"
miracl,"[{'query': 'ウナギの養殖では、何を餌に使っていますか。', 'passages': 'Passage 1: 俳優として知られたグラフは、1950年にオハイオ州に生まれる。その後演劇に興味を持ち始め、オハイオ州の大学で演劇を専攻。その後オハイオ州立大学へも通うが、仕事に専念するために中退している。1979年にパティ・デュークらと共にテレビ番組へ出演。1980年以後は、徐々にテレビドラマなどへ出演してキャリアを重ねていく。 \nPassage 2: ロバート・ジェミソン・ヴァン・デ・グラフ（Robert Jemison Van de Graaff、1901年12月20日 - 1967年1月16日）は、アメリカタスカルーサ出身の物理学者。1929年に静電発電機の一種であるヴァンデグラフ起電機を発明したとして名高い。 \nPassage 3: オハイオ州ウォーレンで生まれる。母親は教師で、父親であるJames Harper Grohlは当時、記者を務めていた。幼少期にバージニア州スプリングフィールドを経てワシントンD.C.へ移る。ワシントンD.C.に転居してから3年後に両親が離婚し、姉と共に母に引き取られる。\n12歳の時にギターを始める。数年後、熱烈なパンク・ロックファンであった従兄弟の影響でパンクに目覚める。その後、友人とバンドを結成し最初はギターを担当していたが、しばらく後にドラムに転向する。13歳の時にシカゴのThe Cubby Bearにて、初コンサートを行った。\nバージニア州のトーマス・ジェファーソン高校へ入学。しかし、過度の大麻吸引をしていた為、母親によってカトリック系のビショップ・アイルトン高校へと転入させられる。2年間は在籍していたものの、バージニア州のアナンデール高校へと転入した。\n高校生活の間に、グロールは幾つかの地方バンドで演奏していた。Freak Babyというバンドでの活動中、ベースメンバーが脱退したのを契機に、ドラマーへと転向した。これを契機にFreak Babyはバンド名をMission Impossibleへと改名し、グロールはバンドの再建に努めた。', 'correct': 'ロバート・ジェミソン・ヴァン・デ・グラフ（Robert Jemison Van de Graaff、1901年12月20日 - 1967年1月16日）は、アメリカタスカルーサ出身の物理学者。1929年に静電発電機の一種であるヴァンデグラフ起電機を発明したとして名高い。', 'num_correct': 2}]"
miracl,"[{'query': 'カール・マルクスの共産党宣言の共著者は誰？', 'passages': 'Passage 1: 広島県尾道市久保町出身。実家は『東京物語』の撮影が行われた浄土寺の近くで、田坂啓の家も近所にあった。父は種子島出身で、足が悪く、苦学して33歳で京都大学法学部を卒業した弁護士だった。旧制尾道中学校（現・広島県立尾道北高等学校）在学中に学制改革を経験するが、男女共学化に反対して岡山県立岡山朝日高等学校に転校。しかし翌年秋からここも共学化されるのを知り、同校を2年生の夏に中退。大学入学資格検定を受けて同級生よりも1年早く広島大学に入学したがまた中退して、東京大学文学部独文学科に入学した。東大在学中から、同期の種村季弘、吉田喜重らと「同人誌」を刊行。 \nPassage 2: 兵庫県神戸市出身。\n「なにがなんでも阪神ファン」でデビュー後、近代麻雀、モーニング、漫画アクション、ヤングマガジンアッパーズなどに作品を連載する。 \nPassage 3: 押川 春浪（おしかわ しゅんろう、1876年（明治9年）3月21日 - 1914年（大正3年）11月16日）は日本の冒険小説作家、SF作家。愛媛県出身、本名は方存（まさあり）。冒険小説のジャンルを定着させ、雑誌『冒険世界』『武侠世界』で主筆を務めて多くの後進の作家、画家育成に尽力した。', 'correct': '兵庫県神戸市出身。\n「なにがなんでも阪神ファン」でデビュー後、近代麻雀、モーニング、漫画アクション、ヤングマガジンアッパーズなどに作品を連載する。', 'num_correct': 2}]"
miracl,"[{'query': 'ケルト神話は多神教？', 'passages': 'Passage 1: 1952年、ジェイコブ・タルモンはルソーの一般意志が、国家が理論上は瑕疵がないとする多数派の意志の執行者となって国民を服従させるといった、全体主義的な民主主義を導いたと論じた。別の批判者としては、自由主義者のカール・ポパーも同様にルソーを批判したが、その上でバートランド・ラッセルは次のように警告した。「一般意志という思想は、投票箱を必要とせず、指導者に対する国民の不可解な帰属意識を可能にさせた」。他の著名な批判者としては、アイザイア・バーリンがおり、一般意志への服従を前提としたルソーの自由社会は、自由という名のもとで抑圧を正当化する全体主義の指導者の存在を許し、ルソーを「人類の思想の歴史の中で最も邪悪で恐ろしい敵の一つだ」と評した。 \nPassage 2: 20世紀においては国民国家とそれに伴う階級社会が転換することになり、少数民族や人権問題の出現、大衆社会の成立が認められる。国内政治において政党が代表していた階級社会が消失したために、政党によっても代表されない孤立化した大衆が表面化したのである。ソ連について言えば、スターリンが集団農業化と有産階級の撲滅により個々を孤立無援にすることで、大衆社会を成立させたとする。この大衆は自らの政治的発言を階級政党とは別の政治勢力として集約しようと試み、プロパガンダを活用する全体主義運動を支持することになった。全体主義は大衆の支持を維持するために、また全体主義が体制として機能するためにはテロルとイデオロギーが重要である。テロルは法の支配によって確立されていた自由の領域を排除し、イデオロギーは一定の運動へと強制することで全体主義を制度化した。全体主義体制が問題であるのは、「個人性をまったく殲滅するようなシステムをつくること」にある。 \nPassage 3: アーレントは1906年にドイツのハノーファーで生まれた政治学者である。1933年にナチ党が政権を掌握してからフランスへ亡命して政治活動に関わるが、1941年にフランス進攻があるとアメリカへ亡命して大学での教育に従事する。この著作では19世紀から20世紀にかけてイタリアやドイツで出現した全体主義についての論考が行われている。この著作は1951年に発表された研究であり、第1部の『反ユダヤ主義』、第2部の『帝国主義』、そして第3部の『全体主義』の三部から構成されている。', 'correct': 'アーレントは1906年にドイツのハノーファーで生まれた政治学者である。1933年にナチ党が政権を掌握してからフランスへ亡命して政治活動に関わるが、1941年にフランス進攻があるとアメリカへ亡命して大学での教育に従事する。この著作では19世紀から20世紀にかけてイタリアやドイツで出現した全体主義についての論考が行われている。この著作は1951年に発表された研究であり、第1部の『反ユダヤ主義』、第2部の『帝国主義』、そして第3部の『全体主義』の三部から構成されている。', 'num_correct': 3}]"
mkqa,"[{'queries': '占星術師は普段何時にその日の仕事を始めましたか', 'answers': '正午'}]"
mkqa,"[{'queries': ""Let's Marvin Gaye and get it on. の歌手は誰ですか？"", 'answers': 'チャーリー・プース'}]"
mkqa,"[{'queries': 'テレビシリーズで逃亡者の役を演じたのは誰ですか', 'answers': 'デビッド・ジャンセン'}]"
mkqa,"[{'queries': 'シスコはロックシティは、いつ発表されましたか', 'answers': '1985-08-01'}]"
mkqa,"[{'queries': 'インディ500は何周?', 'answers': '200.0'}]"
mr_tydi,"[{'query': 'ヤン・コハノフスキはいつ生まれた？', 'passages': 'Passage 1: コハノフスキの生涯において、1559年から1563年にかけては不明瞭なところが多い。所蔵されている法的文書に基づいてつきとめることができるのは、1559年7月11日に詩人の両親の遺産が兄弟との間で分割されたということである。ヤン・コハノフスキが受け継いだのはチャルノラス（Czarnolas）の半分、ルダ（Ruda）、製粉所、いわゆるグロツカ川沿いの放魚池及びその他の付属物であった。チャルノラスのもう半分はおじにあたるフィリップが受け取った。一方、兄弟たちはポーランド通貨で400フローレンもの補償金を詩人に支払わせた。1560年3月25日、フィリップとヤンの間に協定が交わされ、相続した所有地を合計400フローレンで眷属に賃貸しすることとなった。受け取った金銭で兄弟への負債を支弁した。1562年12月12日には、おじと義理の息子の間に諍いが起こり、ピョトルクフにある議会の王立裁判所に持ち込まれている。 \nPassage 2: 国では屋敷、とりわけタルノフスキ、テンチンスキ、ヤン・フィルレイ（貴族でカルヴァン派の活動家）、クラクフ司教フィリプ・パドニェフスキらの館に滞在していた。大臣ピョトル・ミシコフスキの支援のおかげでアウグスト・ジグムント2世の屋敷に行き着いたのは1564年頃で、そこでは王室秘書と称せられていた。ミシュコフスキのおかげでまた教会の受給聖職、すなわちキチン教区（ポズナン大聖堂の修道院長の機能と結びついている）とズヴォレンの司祭館を手に入れた。 \nPassage 3: ヤン・コハノフスキ（Jan Kochanowski、1530年 - 1584年8月22日 ルブリン）はルネサンス時代のポーランドの詩人、王室秘書官。折衷主義哲学（ストア主義、エピクロス主義、ルネサンス期の新プラトン主義、そして古代とキリスト教を結びつけた神への深い信心の融合）の代表的な人物でもある。', 'correct': 'ヤン・コハノフスキ（Jan Kochanowski、1530年 - 1584年8月22日 ルブリン）はルネサンス時代のポーランドの詩人、王室秘書官。折衷主義哲学（ストア主義、エピクロス主義、ルネサンス期の新プラトン主義、そして古代とキリスト教を結びつけた神への深い信心の融合）の代表的な人物でもある。', 'num_correct': 3}]"
mr_tydi,"[{'query': 'おもちゃ会社タカラの創始者は誰？', 'passages': 'Passage 1: 1955年 - 東京都葛飾区本田宝木塚町(現・宝町)にて、佐藤安太が<b data-parsoid=\'{""dsr"":[2394,2413,3,3]}\'>有限会社佐藤ビニール工業所</b>を設立。社名は創業地名（宝</b>木塚町）に由来する。 1959年 - 佐藤ビニール工業所、有限会社から株式会社に改組 1960年 - 株式会社宝ビニール工業所に改称 1961年 - 株式会社タカラビニール工業所に改称 1966年 - 株式会社タカラに改称 1984年 - 店頭市場（現在のジャスダック）に株式公開 1986年 - 東京証券取引所第二部に上場 1991年 - 東京証券取引所第一部に上場 1993年 - 福島県田村郡小野町にタカラ福島工場を前身とするリカちゃんキャッスルがオープン 2000年 - コナミ（後のコナミホールディングス）と資本提携 2001年 - ハズブロとの包括的企業提携 2002年 - チョロQモーターズを設立、電気自動車の製造・販売を開始 2003年 - アトラスと資本提携、アトラスを連結子会社とする。またタカラのゲームソフトウェア事業を分割しアトラスに譲渡する。 2003年 - ブロッコリーと資本提携。 2005年 - コナミ保有のタカラ株式全株がインデックス（旧法人）に売却される。これに伴い、コナミとの資本提携が解消され、インデックスの傘下となる。ただしコナミとの業務提携は継続される。 2005年 - 竜の子プロダクションを買収。 2005年 - ガンホー・オンライン・エンターテイメントと業務提携、同時にタカラの保有するブロッコリー株式の19.5%（380万株）をガンホーに売却、残りの保有株式31.8%（620万株）もアジアングルーヴと傘下の投資事業組合に売却。 2006年 2月 - リカちゃんキャッスルを運営するタカラいわき工業の株式を、タカラいわき工業（後のリトルファクトリー）へMBO方式で譲渡。 3月1日 - トミーと合併し、商号を「タカラトミー」に変更。 \nPassage 2: アニメーションでは、映画、遊園地、子供番組、教育放送などで吹き替え声優として日本で活躍している。1995年にケルソーは世界中を旅する皮肉屋のマイクのおもちゃミスター・マイクがライブで対話する際の吹き替えやCGの動作なども手がけている。著名なイベントであるスイス・ジュネーブでの「 」やシンガポールで開催された「アジアテレコム 97」などにも出演した。学研による「ドラえもん」の英語版の吹き替えも行なった。ディズニー映画『ムーラン』の日本語トレイラーの声、東京ジョイポリスでのドリームワークスのアトラクションであるワイルドリバー・スプラッシュVRシミュレーターのガイド役として参加している。ユニバーサル・スタジオ・ジャパンにおいては、ウッディー・ウッドペッカーの声としてケルソーの声を耳にすることができる。 \n2002年、「ゾイドフューザーズ」では数役を担当した。2006年、トミーとタカラが合併（タカラトミー）したすぐ後、新たに発表された「世界で最も小さな人型の量産ロボット」としてギネス世界記録に認定されたオムニボット2007・i-SOBOT(アイソボット)に声を提供している。 \nPassage 3: 1997年頃より徐々に米国や日本のおもちゃメーカーの玩具に搭載されはじめ、アプリケーションは200種類以上にのぼる。代表的な製品は、エポック社の「体感ゲーム」シリーズ（2000年～）、タカラから発売されたe-kara、ポピラなどの「Plug It!」シリーズ（2000年～）、トミーの「テレビで遊び隊」シリーズ（2001年～）、スクウェア・エニックスから発売された『剣神ドラゴンクエスト 甦りし伝説の剣』（2003年）、バンダイの「Let\'s! TV プレイ」シリーズ（2004年～）、などがあげられる。', 'correct': '1955年 - 東京都葛飾区本田宝木塚町(現・宝町)にて、佐藤安太が<b data-parsoid=\'{""dsr"":[2394,2413,3,3]}\'>有限会社佐藤ビニール工業所</b>を設立。社名は創業地名（宝</b>木塚町）に由来する。 1959年 - 佐藤ビニール工業所、有限会社から株式会社に改組 1960年 - 株式会社宝ビニール工業所に改称 1961年 - 株式会社タカラビニール工業所に改称 1966年 - 株式会社タカラに改称 1984年 - 店頭市場（現在のジャスダック）に株式公開 1986年 - 東京証券取引所第二部に上場 1991年 - 東京証券取引所第一部に上場 1993年 - 福島県田村郡小野町にタカラ福島工場を前身とするリカちゃんキャッスルがオープン 2000年 - コナミ（後のコナミホールディングス）と資本提携 2001年 - ハズブロとの包括的企業提携 2002年 - チョロQモーターズを設立、電気自動車の製造・販売を開始 2003年 - アトラスと資本提携、アトラスを連結子会社とする。またタカラのゲームソフトウェア事業を分割しアトラスに譲渡する。 2003年 - ブロッコリーと資本提携。 2005年 - コナミ保有のタカラ株式全株がインデックス（旧法人）に売却される。これに伴い、コナミとの資本提携が解消され、インデックスの傘下となる。ただしコナミとの業務提携は継続される。 2005年 - 竜の子プロダクションを買収。 2005年 - ガンホー・オンライン・エンターテイメントと業務提携、同時にタカラの保有するブロッコリー株式の19.5%（380万株）をガンホーに売却、残りの保有株式31.8%（620万株）もアジアングルーヴと傘下の投資事業組合に売却。 2006年 2月 - リカちゃんキャッスルを運営するタカラいわき工業の株式を、タカラいわき工業（後のリトルファクトリー）へMBO方式で譲渡。 3月1日 - トミーと合併し、商号を「タカラトミー」に変更。', 'num_correct': 1}]"
